"y","x","xstr"
"706",1,NA,1
"707",1,NA,1
"708",1,NA,1
"709",1,NA,1
"710",1,NA,1
"711",1,NA,1
"712",1,NA,1
"713",1,NA,1
"714",1,NA,1
"715",1,NA,1
"716",1,NA,1
"717",1,NA,1
"718",1,NA,1
"719",1,NA,1
"720",1,NA,1
"721",1,NA,1
"722",1,NA,1
"723",1,NA,1
"724",1,NA,1
"725",1,NA,1
"726",1,NA,1
"727",1,NA,1
"728",1,NA,1
"729",1,NA,1
"730",1,NA,1
"731",1,NA,1
"732",1,NA,1
"733",1,NA,1
"734",1,NA,1
"735",1,NA,1
"736",1,NA,1
"737",1,NA,1
"738",1,NA,1
"739",1,NA,1
"740",1,NA,1
"741",1,NA,1
"742",1,NA,1
"743",1,NA,1
"744",1,NA,1
"745",1,NA,1
"746",1,NA,1
"747",1,NA,1
"748",1,NA,1
"749",1,NA,1
"750",1,NA,1
"751",1,NA,1
"752",1,NA,1
"753",1,NA,1
"754",1,NA,1
"755",1,NA,1
"756",1,NA,1
"757",1,NA,1
"758",1,NA,1
"759",1,NA,1
"760",1,NA,1
"761",1,NA,1
"762",1,NA,1
"763",1,NA,1
"764",1,NA,1
"765",1,NA,1
"766",1,NA,1
"767",1,NA,1
"768",1,NA,1
"769",1,NA,1
"770",1,NA,1
"771",1,NA,1
"772",1,NA,1
"773",1,NA,1
"774",1,NA,1
"775",1,NA,1
"776",1,NA,1
"777",1,NA,1
"778",1,NA,1
"779",1,NA,1
"780",1,NA,1
"781",1,NA,1
"782",1,NA,1
"783",1,NA,1
"784",1,NA,1
"785",1,NA,1
"786",1,NA,1
"787",1,NA,1
"788",1,NA,1
"789",1,NA,1
"790",1,NA,1
"791",1,NA,1
"792",1,NA,1
"793",1,NA,1
"794",1,NA,1
"795",1,NA,1
"796",1,NA,1
"797",1,NA,1
"798",1,NA,1
"799",1,NA,1
"800",1,NA,1
"801",1,NA,1
"802",1,NA,1
"803",1,NA,1
"804",1,NA,1
"805",1,NA,1
"806",1,NA,1
"807",1,NA,1
"808",1,NA,1
"809",0,NA,0
"810",0,NA,0
"811",0,NA,0
"812",0,NA,0
"813",0,NA,0
"814",0,NA,0
"815",0,NA,0
"816",0,NA,0
"817",0,NA,0
"818",0,NA,0
"819",0,NA,0
"820",0,NA,0
"821",0,NA,0
"822",0,NA,0
"823",0,NA,0
"824",0,NA,0
"825",0,NA,0
"826",0,NA,0
"827",0,NA,0
"828",0,NA,0
"829",0,NA,0
"830",0,NA,0
"831",0,NA,0
"832",0,NA,0
"833",0,NA,0
"834",0,NA,0
"835",0,NA,0
"836",0,NA,0
"837",0,NA,0
"838",0,NA,0
"839",0,NA,0
"840",0,NA,0
"841",0,NA,0
"842",0,NA,0
"843",0,NA,0
"844",0,NA,0
"845",0,NA,0
"846",0,NA,0
"847",0,NA,0
"848",0,NA,0
"849",0,NA,0
"850",0,NA,0
"851",0,NA,0
"852",0,NA,0
"853",0,NA,0
"854",0,NA,0
"855",0,NA,0
"856",0,NA,0
"857",0,NA,0
"858",0,NA,0
"859",0,NA,0
"860",0,NA,0
"861",0,NA,0
"862",0,NA,0
"863",0,NA,0
"864",0,NA,0
"865",0,NA,0
"866",0,NA,0
"867",0,NA,0
"868",0,NA,0
"869",0,NA,0
"870",0,NA,0
"871",0,NA,0
"872",0,NA,0
"873",0,NA,0
"874",0,NA,0
"875",0,NA,0
"876",0,NA,0
"877",0,NA,0
"878",0,NA,0
"879",0,NA,0
"880",0,NA,0
"881",0,NA,0
"882",0,NA,0
"883",0,NA,0
"884",0,NA,0
"885",0,NA,0
"886",0,NA,0
"887",0,NA,0
"888",0,NA,0
"889",0,NA,0
"890",0,NA,0
"891",0,NA,0
"892",0,NA,0
"893",0,NA,0
"894",0,NA,0
"895",0,NA,0
"896",0,NA,0
"897",0,NA,0
"898",0,NA,0
"899",0,NA,0
"900",0,NA,0
"901",0,NA,0
"902",0,NA,0
"903",0,NA,0
"904",0,NA,0
"905",0,NA,0
"906",0,NA,0
"907",0,NA,0
"908",0,NA,0
"909",0,NA,0
"910",0,NA,0
"911",0,NA,0
"912",0,NA,0
"913",0,NA,0
"914",0,NA,0
"915",0,NA,0
"916",0,NA,0
"917",0,NA,0
"918",0,NA,0
"919",0,NA,0
"920",0,NA,0
"921",0,NA,0
"922",0,NA,0
"923",0,NA,0
"924",0,NA,0
"925",0,NA,0
"926",0,NA,0
"927",0,NA,0
"928",0,NA,0
"929",0,NA,0
"930",0,NA,0
"931",0,NA,0
"932",0,NA,0
"933",0,NA,0
"934",0,NA,0
"935",0,NA,0
"936",0,NA,0
"937",0,NA,0
"938",0,NA,0
"939",0,NA,0
"940",0,NA,0
"941",0,NA,0
"942",0,NA,0
"943",0,NA,0
"944",0,NA,0
"945",0,NA,0
"946",0,NA,0
"947",0,NA,0
"948",0,NA,0
"949",0,NA,0
"950",0,NA,0
"951",0,NA,0
"952",0,NA,0
"953",0,NA,0
"954",0,NA,0
"955",0,NA,0
"956",0,NA,0
"957",0,NA,0
"958",0,NA,0
"959",0,NA,0
"960",0,NA,0
"961",0,NA,0
"962",0,NA,0
"963",0,NA,0
"964",0,NA,0
"965",0,NA,0
"966",0,NA,0
"967",0,NA,0
"968",0,NA,0
"969",0,NA,0
"970",0,NA,0
"971",0,NA,0
"972",0,NA,0
"973",0,NA,0
"974",0,NA,0
"975",0,NA,0
"976",0,NA,0
"977",0,NA,0
"978",0,NA,0
"979",0,NA,0
"980",0,NA,0
"981",0,NA,0
"982",0,NA,0
"983",0,NA,0
"984",0,NA,0
"985",0,NA,0
"986",0,NA,0
"987",0,NA,0
"988",0,NA,0
"989",0,NA,0
"990",0,NA,0
"991",0,NA,0
"992",0,NA,0
"993",0,NA,0
"994",0,NA,0
"995",0,NA,0
"996",0,NA,0
"997",0,NA,0
"998",0,NA,0
"999",0,NA,0
"1000",0,NA,0
"1001",0,NA,0
"1002",0,NA,0
"1003",0,NA,0
"1004",0,NA,0
"1005",0,NA,0
"1006",0,NA,0
"1007",0,NA,0
"1008",0,NA,0
"1009",0,NA,0
"1010",0,NA,0
"1011",0,NA,0
"1012",0,NA,0
"1013",0,NA,0
"1014",0,NA,0
"1015",0,NA,0
"1016",0,NA,0
"1017",0,NA,0
"1018",0,NA,0
"1019",0,NA,0
"1020",0,NA,0
"1021",0,NA,0
"1022",0,NA,0
"1023",0,NA,0
"1024",0,NA,0
"1025",0,NA,0
"1026",0,NA,0
"1027",0,NA,0
"1028",0,NA,0
"1029",0,NA,0
"1030",0,NA,0
"1031",0,NA,0
"1032",0,NA,0
"1033",0,NA,0
"1034",0,NA,0
"1035",0,NA,0
"1036",0,NA,0
"1037",0,NA,0
"1038",0,NA,0
"1039",0,NA,0
"1040",0,NA,0
"1041",0,NA,0
"1042",0,NA,0
"1043",0,NA,0
"1044",0,NA,0
"1045",0,NA,0
"1046",0,NA,0
"1047",0,NA,0
"1048",0,NA,0
"1049",0,NA,0
"1050",0,NA,0
"1051",0,NA,0
"1052",0,NA,0
"1053",0,NA,0
"1054",0,NA,0
"1055",0,NA,0
"1056",0,NA,0
"1057",0,NA,0
"1058",0,NA,0
"1059",0,NA,0
"1060",0,NA,0
"1061",0,NA,0
"1062",0,NA,0
"1063",0,NA,0
"1064",0,NA,0
"1065",0,NA,0
"1066",0,NA,0
"1067",0,NA,0
"1068",0,NA,0
"1069",0,NA,0
"1070",0,NA,0
"1071",0,NA,0
"1072",0,NA,0
"1073",0,NA,0
"1074",0,NA,0
"1075",0,NA,0
"1076",0,NA,0
"1077",0,NA,0
"1078",0,NA,0
"1079",0,NA,0
"1080",0,NA,0
"1081",0,NA,0
"1082",0,NA,0
"1083",0,NA,0
"1084",0,NA,0
"1085",0,NA,0
"1086",0,NA,0
"1087",0,NA,0
"1088",0,NA,0
"1089",0,NA,0
"1090",0,NA,0
"1091",0,NA,0
"1092",0,NA,0
"1093",0,NA,0
"1094",0,NA,0
"1095",0,NA,0
"1096",0,NA,0
"1097",0,NA,0
"1098",0,NA,0
"1099",0,NA,0
"1100",0,NA,0
"1101",0,NA,0
"1102",0,NA,0
"1103",0,NA,0
"1104",0,NA,0
"1105",0,NA,0
"1106",0,NA,0
"1107",0,NA,0
"1108",0,NA,0
"1109",0,NA,0
"1110",0,NA,0
"1111",0,NA,0
"1112",0,NA,0
"1113",0,NA,0
"1114",0,NA,0
"1115",0,NA,0
"1116",0,NA,0
"1117",0,NA,0
"1118",0,NA,0
"1119",0,NA,0
"1120",0,NA,0
"1121",0,NA,0
"1122",0,NA,0
"1123",0,NA,0
"1124",0,NA,0
"1125",0,NA,0
"1126",0,NA,0
"1127",0,NA,0
"1128",0,NA,0
"1129",0,NA,0
"1130",0,NA,0
"1131",0,NA,0
"1132",0,NA,0
"1133",0,NA,0
"1134",0,NA,0
"1135",0,NA,0
"1136",0,NA,0
"1137",0,NA,0
"1138",0,NA,0
"1139",0,NA,0
"1140",0,NA,0
"1141",0,NA,0
"1142",0,NA,0
"1143",0,NA,0
"1144",0,NA,0
"1145",0,NA,0
"1146",0,NA,0
"1147",0,NA,0
"1148",0,NA,0
"1149",0,NA,0
"1150",0,NA,0
"1151",0,NA,0
"1152",0,NA,0
"1153",0,NA,0
"1154",0,NA,0
"1155",0,NA,0
"1156",0,NA,0
"1157",0,NA,0
"1158",0,NA,0
"1159",0,NA,0
"1160",0,NA,0
"1161",0,NA,0
"1162",0,NA,0
"1163",0,NA,0
"1164",0,NA,0
"1165",0,NA,0
"1166",0,NA,0
"1167",0,NA,0
"1168",0,NA,0
"1169",0,NA,0
"1170",0,NA,0
"1171",0,NA,0
"1172",0,NA,0
"1173",0,NA,0
"1174",0,NA,0
"1175",0,NA,0
"1176",0,NA,0
"1177",0,NA,0
"1178",0,NA,0
"1179",0,NA,0
"1180",0,NA,0
"1181",0,NA,0
"1182",0,NA,0
"1183",0,NA,0
"1184",0,NA,0
"1185",0,NA,0
"1186",0,NA,0
"1187",0,NA,0
"1188",0,NA,0
"1189",0,NA,0
"1190",0,NA,0
"1191",0,NA,0
"1192",0,NA,0
"1193",0,NA,0
"1194",0,NA,0
"1195",0,NA,0
"1196",0,NA,0
"1197",0,NA,0
"1198",0,NA,0
"1199",0,NA,0
"1200",0,NA,0
"1201",0,NA,0
"1202",0,NA,0
"1203",0,NA,0
"1204",0,NA,0
"1205",0,NA,0
"1206",0,NA,0
"1207",0,NA,0
"1208",0,NA,0
"1209",0,NA,0
"1210",0,NA,0
"1211",0,NA,0
"1212",0,NA,0
"1213",0,NA,0
"1214",0,NA,0
"1215",0,NA,0
"1216",0,NA,0
"1217",0,NA,0
"1218",0,NA,0
"1219",0,NA,0
"1220",0,NA,0
"1221",0,NA,0
"1222",0,NA,0
"1223",0,NA,0
"1224",0,NA,0
"1225",0,NA,0
"1226",0,NA,0
"1227",0,NA,0
"1228",0,NA,0
"1229",0,NA,0
"1230",0,NA,0
"1231",0,NA,0
"1232",0,NA,0
"1233",0,NA,0
"1234",0,NA,0
"1235",0,NA,0
"1236",0,NA,0
"1237",0,NA,0
"1238",0,NA,0
"1239",0,NA,0
"1240",0,NA,0
"1241",0,NA,0
"1242",0,NA,0
"1243",0,NA,0
"1244",0,NA,0
"1245",0,NA,0
"1246",0,NA,0
"1247",0,NA,0
"1248",0,NA,0
"1249",0,NA,0
"1250",0,NA,0
"1251",0,NA,0
"1252",0,NA,0
"1253",0,NA,0
"1254",0,NA,0
"1255",0,NA,0
"1256",0,NA,0
"1257",0,NA,0
"1258",0,NA,0
"1259",0,NA,0
"1260",0,NA,0
"1261",0,NA,0
"1262",0,NA,0
"1263",0,NA,0
"1264",0,NA,0
"1265",0,NA,0
"1266",0,NA,0
"1267",0,NA,0
"1268",0,NA,0
"1269",0,NA,0
"1270",0,NA,0
"1271",0,NA,0
"1272",0,NA,0
"1273",0,NA,0
"1274",0,NA,0
"1275",0,NA,0
"1276",0,NA,0
"1277",0,NA,0
"1278",0,NA,0
"1279",0,NA,0
"1280",0,NA,0
"1281",0,NA,0
"1282",0,NA,0
"1283",0,NA,0
"1284",0,NA,0
"1285",0,NA,0
"1286",0,NA,0
"1287",0,NA,0
"1288",0,NA,0
"1289",0,NA,0
"1290",0,NA,0
"1291",0,NA,0
"1292",0,NA,0
"1293",0,NA,0
"1294",0,NA,0
"1295",0,NA,0
"1296",0,NA,0
"1297",0,NA,0
"1298",0,NA,0
"1299",0,NA,0
"1300",0,NA,0
"1301",0,NA,0
"1302",0,NA,0
"1303",0,NA,0
"1304",0,NA,0
"1305",0,NA,0
"1306",0,NA,0
"1307",0,NA,0
"1308",0,NA,0
"1309",0,NA,0
"1310",0,NA,0
"1311",0,NA,0
"1312",0,NA,0
"1313",0,NA,0
"1314",0,NA,0
"1315",0,NA,0
"1316",0,NA,0
"1317",0,NA,0
"1318",0,NA,0
"1319",0,NA,0
"1320",0,NA,0
"1321",0,NA,0
"1322",0,NA,0
"1323",0,NA,0
"1324",0,NA,0
"1325",0,NA,0
"1326",0,NA,0
"1327",0,NA,0
"1328",0,NA,0
"1329",0,NA,0
"1330",0,NA,0
"1331",0,NA,0
"1332",0,NA,0
"1333",0,NA,0
"1334",0,NA,0
"1335",0,NA,0
"1336",0,NA,0
"1337",0,NA,0
"1338",0,NA,0
"1339",0,NA,0
"1340",0,NA,0
"1341",0,NA,0
"1342",0,NA,0
"1343",0,NA,0
"1344",0,NA,0
"1345",0,NA,0
"1346",0,NA,0
"1347",0,NA,0
"1348",0,NA,0
"1349",0,NA,0
"1350",0,NA,0
"1351",0,NA,0
"1352",0,NA,0
"1353",0,NA,0
"1354",0,NA,0
"1355",0,NA,0
"1356",0,NA,0
"1357",0,NA,0
"1358",0,NA,0
"1359",0,NA,0
"1360",0,NA,0
"1361",0,NA,0
"1362",0,NA,0
"1363",0,NA,0
"1364",0,NA,0
"1365",0,NA,0
"1366",0,NA,0
"1367",0,NA,0
"1368",0,NA,0
"1369",0,NA,0
"1370",0,NA,0
"1371",0,NA,0
"1372",0,NA,0
